,date,state,PM2.5,CO,NO2,PM10,SO2
1430,2020-02-22,Missouri,7,NA,NA,NA,1
1457,2020-02-23,Missouri,8.3,NA,NA,NA,29
1484,2020-02-24,Missouri,4.9,NA,NA,NA,0
1511,2020-02-25,Missouri,6.7,NA,NA,NA,0
1538,2020-02-26,Missouri,5.5,NA,NA,NA,0
1565,2020-02-27,Missouri,5.3,NA,NA,NA,8
1592,2020-02-28,Missouri,6.8,NA,NA,NA,2
1619,2020-02-29,Missouri,9,NA,NA,NA,9
1646,2020-03-01,Missouri,9.6,NA,NA,NA,1
1673,2020-03-02,Missouri,6,NA,NA,NA,0
1700,2020-03-03,Missouri,5.8,NA,NA,NA,0
1727,2020-03-04,Missouri,5.5,NA,NA,NA,0
1754,2020-03-05,Missouri,4.7,NA,NA,NA,9
1781,2020-03-06,Missouri,4.9,NA,NA,NA,0
1808,2020-03-07,Missouri,11.8,NA,NA,NA,1
1834,2020-03-08,Missouri,8.5,NA,NA,NA,1
1860,2020-03-09,Missouri,8.4,NA,NA,NA,1
1887,2020-03-10,Missouri,9,NA,NA,NA,5
1914,2020-03-11,Missouri,19.6,NA,NA,NA,6
1941,2020-03-12,Missouri,8.5,NA,NA,NA,0
1968,2020-03-13,Missouri,4.1,NA,NA,NA,0
1995,2020-03-14,Missouri,5.3,NA,NA,NA,0
2022,2020-03-15,Missouri,7.3,NA,NA,NA,0
2049,2020-03-16,Missouri,11.4,NA,NA,NA,0
2076,2020-03-17,Missouri,11.6,NA,NA,NA,0
2103,2020-03-18,Missouri,8.2,NA,NA,NA,1
2130,2020-03-19,Missouri,3.7,NA,NA,NA,0
2157,2020-03-20,Missouri,3.5,NA,NA,NA,0
2184,2020-03-21,Missouri,6,NA,NA,NA,0
2211,2020-03-22,Missouri,6.6,NA,NA,NA,0
2238,2020-03-23,Missouri,11.4,NA,NA,NA,1
2265,2020-03-24,Missouri,14.3,NA,NA,NA,1
2292,2020-03-25,Missouri,10.2,NA,NA,NA,0
2319,2020-03-26,Missouri,10.4,NA,NA,NA,1
2346,2020-03-27,Missouri,14.2,NA,NA,NA,1
2373,2020-03-28,Missouri,11.1,NA,NA,NA,3
2400,2020-03-29,Missouri,2.8,NA,NA,NA,10
2427,2020-03-30,Missouri,6.2,NA,NA,NA,3
2454,2020-03-31,Missouri,6.5,NA,NA,NA,5
2480,2020-04-01,Missouri,6.2,NA,NA,NA,NA
2505,2020-04-02,Missouri,6.6,NA,NA,NA,NA
2532,2020-04-03,Missouri,7.1,NA,NA,NA,NA
2557,2020-04-04,Missouri,5.1,NA,NA,NA,NA
2583,2020-04-05,Missouri,12.4,NA,NA,NA,NA
2609,2020-04-06,Missouri,11.7,NA,NA,NA,NA
2636,2020-04-07,Missouri,9.3,NA,NA,NA,NA
2663,2020-04-08,Missouri,9.2,NA,NA,NA,NA
2689,2020-04-09,Missouri,2.1,NA,NA,NA,NA
2716,2020-04-10,Missouri,9.2,NA,NA,NA,NA
2743,2020-04-11,Missouri,6,NA,NA,NA,NA
2770,2020-04-12,Missouri,8,NA,NA,NA,NA
2797,2020-04-13,Missouri,1.6,NA,NA,NA,NA
2824,2020-04-14,Missouri,3.9,NA,NA,NA,NA
2851,2020-04-15,Missouri,6,NA,NA,NA,NA
2877,2020-04-16,Missouri,8.7,NA,NA,NA,NA
2903,2020-04-17,Missouri,8.1,NA,NA,NA,NA
2930,2020-04-18,Missouri,7.7,NA,NA,NA,NA
2956,2020-04-19,Missouri,8.2,NA,NA,NA,NA
2983,2020-04-20,Missouri,4,NA,NA,NA,NA
3009,2020-04-21,Missouri,4,NA,NA,NA,NA
3035,2020-04-22,Missouri,3.1,NA,NA,NA,NA
3062,2020-04-23,Missouri,3.4,NA,NA,NA,NA
3088,2020-04-24,Missouri,4.9,NA,NA,NA,NA
3114,2020-04-25,Missouri,5.8,NA,NA,NA,NA
3141,2020-04-26,Missouri,5.8,NA,NA,NA,NA
3168,2020-04-27,Missouri,5.2,NA,NA,NA,NA
3195,2020-04-28,Missouri,7.7,NA,NA,NA,NA
3222,2020-04-29,Missouri,4.4,NA,NA,NA,NA
3249,2020-04-30,Missouri,4.7,NA,NA,NA,NA
3276,2020-05-01,Missouri,7,NA,NA,NA,NA
3302,2020-05-02,Missouri,11.5,NA,NA,NA,NA
3327,2020-05-03,Missouri,7.1,NA,NA,NA,NA
3351,2020-05-04,Missouri,7.9,NA,NA,NA,NA
3378,2020-05-05,Missouri,6,NA,NA,NA,NA
3405,2020-05-06,Missouri,4.6,NA,NA,NA,NA
3432,2020-05-07,Missouri,4.3,NA,NA,NA,NA
3459,2020-05-08,Missouri,3.3,NA,NA,NA,NA
3486,2020-05-09,Missouri,6.7,NA,NA,NA,NA
3512,2020-05-10,Missouri,4.5,NA,NA,NA,NA
3539,2020-05-11,Missouri,4.5,NA,NA,NA,NA
3566,2020-05-12,Missouri,7,NA,NA,NA,NA
3592,2020-05-13,Missouri,10.4,NA,NA,NA,NA
3617,2020-05-14,Missouri,10.4,NA,NA,NA,NA
3643,2020-05-15,Missouri,6.9,NA,NA,NA,NA
3669,2020-05-16,Missouri,8.5,NA,NA,NA,NA
3694,2020-05-17,Missouri,5.9,NA,NA,NA,NA
3719,2020-05-18,Missouri,5.1,NA,NA,NA,NA
3744,2020-05-19,Missouri,7.3,NA,NA,NA,NA
3770,2020-05-20,Missouri,9.2,NA,NA,NA,NA
3797,2020-05-21,Missouri,10.8,NA,NA,NA,NA
3823,2020-05-22,Missouri,10.9,NA,NA,NA,NA
3850,2020-05-23,Missouri,10,NA,NA,NA,NA
3877,2020-05-24,Missouri,11,NA,NA,NA,NA
3903,2020-05-25,Missouri,9.4,NA,NA,NA,NA
3927,2020-05-26,Missouri,10.2,NA,NA,NA,NA
3952,2020-05-27,Missouri,5.6,NA,NA,NA,NA
3976,2020-05-28,Missouri,8.2,NA,NA,NA,NA
4001,2020-05-29,Missouri,6.6,NA,NA,NA,NA
4026,2020-05-30,Missouri,8.9,NA,NA,NA,NA
4052,2020-05-31,Missouri,11.6,NA,NA,NA,NA
4078,2020-06-01,Missouri,10.7,NA,NA,NA,NA
4105,2020-06-02,Missouri,10.1,NA,NA,NA,NA
4132,2020-06-03,Missouri,11.2,NA,NA,NA,NA
4158,2020-06-04,Missouri,5.5,NA,NA,NA,NA
4185,2020-06-05,Missouri,11.1,NA,NA,NA,NA
4211,2020-06-06,Missouri,9.8,NA,NA,NA,NA
4238,2020-06-07,Missouri,10.3,NA,NA,NA,NA
4264,2020-06-08,Missouri,8.5,NA,NA,NA,NA
4290,2020-06-09,Missouri,6.5,NA,NA,NA,NA
4316,2020-06-10,Missouri,5.7,NA,NA,NA,NA
4343,2020-06-11,Missouri,4.4,NA,NA,NA,NA
4370,2020-06-12,Missouri,5.8,NA,NA,NA,NA
4397,2020-06-13,Missouri,7.6,NA,NA,NA,NA
4424,2020-06-14,Missouri,6.9,NA,NA,NA,NA
4450,2020-06-15,Missouri,4.8,NA,NA,NA,NA
4476,2020-06-16,Missouri,5.9,NA,NA,NA,NA
4502,2020-06-17,Missouri,6.6,NA,NA,NA,NA
4529,2020-06-18,Missouri,8.4,NA,NA,NA,NA
4556,2020-06-19,Missouri,9.7,NA,NA,NA,NA
4583,2020-06-20,Missouri,11.7,NA,NA,NA,NA
4610,2020-06-21,Missouri,7.3,NA,NA,NA,NA
4637,2020-06-22,Missouri,6.4,NA,NA,NA,NA
4664,2020-06-23,Missouri,4.4,NA,NA,NA,NA
4691,2020-06-24,Missouri,4.2,NA,NA,NA,NA
4717,2020-06-25,Missouri,8.5,NA,NA,NA,NA
4744,2020-06-26,Missouri,8.5,NA,NA,NA,NA
4771,2020-06-27,Missouri,20.5,NA,NA,NA,NA
4798,2020-06-28,Missouri,32,NA,NA,NA,NA
4825,2020-06-29,Missouri,12.7,NA,NA,NA,NA
4852,2020-06-30,Missouri,5.4,NA,NA,NA,NA
4879,2020-07-01,Missouri,4.9,NA,NA,NA,NA
4906,2020-07-02,Missouri,9.9,NA,NA,NA,NA
4933,2020-07-03,Missouri,13.7,NA,NA,NA,NA
4960,2020-07-04,Missouri,29.9,NA,NA,NA,NA
4986,2020-07-05,Missouri,42.6,NA,NA,NA,NA
27,2020-01-01,Montana,4.6,0.2,NA,3,2.2
54,2020-01-02,Montana,0.5,0.2,NA,4,0.6
81,2020-01-03,Montana,8.3,0.2,5.8,2,10.1
108,2020-01-04,Montana,2.8,0.2,11.8,5,1.7
135,2020-01-05,Montana,1.9,0.2,3.1,2,3.2
162,2020-01-06,Montana,2.2,0.2,2.1,3,3.6
189,2020-01-07,Montana,6,0.2,3.3,2,1.2
216,2020-01-08,Montana,3.7,0.2,3.9,4,2
243,2020-01-09,Montana,8.2,0.2,2.4,7,3.8
270,2020-01-10,Montana,13.4,0.4,26.4,3,4.6
297,2020-01-11,Montana,8.6,0.2,4.7,2,3.1
324,2020-01-12,Montana,10.5,0.2,2.5,13,1.9
351,2020-01-13,Montana,11.2,0.2,NA,8,9.2
378,2020-01-14,Montana,9.8,0.2,NA,5,4.6
405,2020-01-15,Montana,14.8,0.2,20.8,5,14.1
432,2020-01-16,Montana,17.4,0.3,25.8,5,18.2
459,2020-01-17,Montana,8.6,0.3,9.5,12,15.3
486,2020-01-18,Montana,12.8,0.2,3.3,13,14.1
513,2020-01-19,Montana,10.9,0.3,12.6,3,12.7
540,2020-01-20,Montana,13.3,0.2,15.1,4,1
567,2020-01-21,Montana,15.4,0.3,10.7,6,0.3
594,2020-01-22,Montana,0.9,0.2,16.5,5,0.3
621,2020-01-23,Montana,10.2,0.2,8.3,3,0.2
648,2020-01-24,Montana,9,0.2,6,4,0
675,2020-01-25,Montana,5.8,0.2,4.4,4,0
702,2020-01-26,Montana,6.7,0.2,4,3,0.5
729,2020-01-27,Montana,4.5,0.2,3.1,2,1
756,2020-01-28,Montana,5.5,0.2,4.6,3,0
783,2020-01-29,Montana,6.3,0.2,5.7,4,0
810,2020-01-30,Montana,5,0.2,5.6,2,0
837,2020-01-31,Montana,6.2,0.2,3.3,2,0
864,2020-02-01,Montana,2.2,0.2,3.5,11,0
891,2020-02-02,Montana,3.5,0.2,2.8,5,2.9
918,2020-02-03,Montana,3.1,0.2,3,3,0.8
945,2020-02-04,Montana,7.4,0.3,21.3,4,0
972,2020-02-05,Montana,0.6,0.2,9.6,4,0
999,2020-02-06,Montana,3,0.2,11.8,3,0
1026,2020-02-07,Montana,3.3,0.2,NA,3,2.1
1053,2020-02-08,Montana,3.9,0.2,11.2,5,0
1080,2020-02-09,Montana,5,0.3,9.4,4,0
1107,2020-02-10,Montana,3.8,0.2,6.4,4,0
1134,2020-02-11,Montana,5.8,0.2,11,2,0
1161,2020-02-12,Montana,4.2,0.2,21.3,3,2.8
1188,2020-02-13,Montana,4.6,0.2,10.8,2,0.3
1215,2020-02-14,Montana,4.3,0.2,4.5,6,0
1242,2020-02-15,Montana,0.8,0.2,4.1,0,0
1269,2020-02-16,Montana,4.7,0.2,6.3,3,0
1296,2020-02-17,Montana,3.5,0.2,20.5,5,0
1323,2020-02-18,Montana,4.7,0.2,10.3,9,6.6
1350,2020-02-19,Montana,9.3,0.2,NA,4,0.4
1377,2020-02-20,Montana,9.8,0.2,11.1,4,0
1404,2020-02-21,Montana,8,0.2,12.6,4,0
1431,2020-02-22,Montana,7,0.2,9.2,5,0
1458,2020-02-23,Montana,6.2,0.2,8,4,1.3
1485,2020-02-24,Montana,2.3,0.2,2.8,5,0
1512,2020-02-25,Montana,5.1,0.2,6.4,3,0.3
1539,2020-02-26,Montana,4.5,0.2,4.5,2,0
1566,2020-02-27,Montana,1.6,0.3,28.3,2,0
1593,2020-02-28,Montana,3.6,0.2,13,2,0
1620,2020-02-29,Montana,2.8,0.2,4,4,0
1647,2020-03-01,Montana,3.3,0.2,4.5,3,0.8
1674,2020-03-02,Montana,3.4,0.2,NA,14,0
1701,2020-03-03,Montana,2.5,0.2,3.3,13,0
1728,2020-03-04,Montana,1.4,0.2,1.5,9,0
1755,2020-03-05,Montana,4.3,0.2,6.7,3,0
1782,2020-03-06,Montana,5.2,0.2,8.5,4,0.2
1809,2020-03-07,Montana,6.1,0.2,7.5,10,5.2
1835,2020-03-08,Montana,6.3,0.2,1.2,9,2.5
1861,2020-03-09,Montana,4.1,0.2,4.7,5,0
1888,2020-03-10,Montana,1.6,0.2,0.9,1,0
1915,2020-03-11,Montana,2.3,0.2,1.4,4,2.2
1942,2020-03-12,Montana,4.2,0.2,2.2,4,0
1969,2020-03-13,Montana,4.1,0.2,3.9,13,3.7
1996,2020-03-14,Montana,6.4,0.2,8.1,9,5.8
2023,2020-03-15,Montana,6,0.2,9.5,6,4.3
2050,2020-03-16,Montana,11.7,0.2,1.7,5,2.9
2077,2020-03-17,Montana,10.1,0.2,16.6,6,1.1
2104,2020-03-18,Montana,8.8,0.3,79.9,11,0.1
2131,2020-03-19,Montana,9.1,0.2,2.5,10,0
2158,2020-03-20,Montana,9.9,0.2,2.1,6,2.6
2185,2020-03-21,Montana,7.9,0.2,1.2,8,0.4
2212,2020-03-22,Montana,4.8,0.2,0.7,9,4
2239,2020-03-23,Montana,7.4,0.2,8.5,5,0
2266,2020-03-24,Montana,2.4,0.2,1.3,5,0
2293,2020-03-25,Montana,6,0.2,NA,5,0
2320,2020-03-26,Montana,3.1,0.2,NA,3,0
2347,2020-03-27,Montana,3.9,0.2,6.6,5,0
2374,2020-03-28,Montana,2.5,0.2,0.6,3,0
2401,2020-03-29,Montana,4.5,0.2,1.4,3,0
2428,2020-03-30,Montana,3.6,0.2,1.5,5,0
2455,2020-03-31,Montana,3.5,0.2,0.6,5,0
2481,2020-04-01,Montana,9,0.2,1.8,NA,NA
2506,2020-04-02,Montana,8.8,0.2,2.9,NA,NA
2533,2020-04-03,Montana,4.3,0.2,1.4,NA,NA
2558,2020-04-04,Montana,3,0.2,1.1,NA,NA
2584,2020-04-05,Montana,4.3,0.2,3.1,NA,NA
2610,2020-04-06,Montana,4.6,0.2,0.5,NA,NA
2637,2020-04-07,Montana,5,0.2,0.8,NA,NA
2664,2020-04-08,Montana,6.7,0.2,11.4,NA,NA
2690,2020-04-09,Montana,4.3,0.2,2.8,NA,NA
2717,2020-04-10,Montana,6.5,0.2,1.1,NA,NA
2744,2020-04-11,Montana,6.9,0.2,0.9,NA,NA
2771,2020-04-12,Montana,4.5,0.2,0.2,NA,NA
2798,2020-04-13,Montana,6.3,0.2,1.3,NA,NA
2825,2020-04-14,Montana,6.3,0.2,2.6,NA,NA
2852,2020-04-15,Montana,5.1,0.2,2.6,NA,NA
2878,2020-04-16,Montana,3.5,0.2,0.8,NA,NA
2904,2020-04-17,Montana,7.3,0.2,1.4,NA,NA
2931,2020-04-18,Montana,5.2,0.2,1.3,NA,NA
2957,2020-04-19,Montana,4.2,0.2,1,NA,NA
2984,2020-04-20,Montana,5.6,0.2,2.2,NA,NA
3010,2020-04-21,Montana,4,0.2,2.1,NA,NA
3036,2020-04-22,Montana,3.8,0.2,4.5,NA,NA
3063,2020-04-23,Montana,3.4,0.2,1.9,NA,NA
3089,2020-04-24,Montana,3.4,0.2,1.2,NA,NA
3115,2020-04-25,Montana,4.1,0.2,0.9,NA,NA
3142,2020-04-26,Montana,6,0.2,2.3,NA,NA
3169,2020-04-27,Montana,4.3,0.2,1.9,NA,NA
3196,2020-04-28,Montana,4,0.2,4.7,NA,NA
3223,2020-04-29,Montana,4.8,0.2,1.9,NA,NA
3250,2020-04-30,Montana,3,0.3,3.2,NA,NA
3277,2020-05-01,Montana,4.1,0.2,NA,NA,NA
3303,2020-05-02,Montana,6,NA,NA,NA,NA
3328,2020-05-03,Montana,5.3,NA,NA,NA,NA
3352,2020-05-04,Montana,3.4,NA,NA,NA,NA
3379,2020-05-05,Montana,6.7,NA,NA,NA,NA
3406,2020-05-06,Montana,5.4,NA,NA,NA,NA
3433,2020-05-07,Montana,4.5,NA,NA,NA,NA
3460,2020-05-08,Montana,4.5,NA,NA,NA,NA
3487,2020-05-09,Montana,3.5,NA,NA,NA,NA
3513,2020-05-10,Montana,5,NA,NA,NA,NA
3540,2020-05-11,Montana,3.4,NA,NA,NA,NA
3567,2020-05-12,Montana,3,NA,NA,NA,NA
3593,2020-05-13,Montana,3.9,NA,NA,NA,NA
3618,2020-05-14,Montana,3.2,NA,NA,NA,NA
3644,2020-05-15,Montana,5.4,NA,NA,NA,NA
3670,2020-05-16,Montana,3.6,NA,NA,NA,NA
3695,2020-05-17,Montana,4.3,NA,NA,NA,NA
3720,2020-05-18,Montana,2.9,NA,NA,NA,NA
3745,2020-05-19,Montana,3.1,NA,NA,NA,NA
3771,2020-05-20,Montana,3.5,NA,NA,NA,NA
3798,2020-05-21,Montana,4.8,NA,NA,NA,NA
3824,2020-05-22,Montana,5.3,NA,NA,NA,NA
3851,2020-05-23,Montana,3.7,NA,NA,NA,NA
3878,2020-05-24,Montana,3.1,NA,NA,NA,NA
3904,2020-05-25,Montana,4.1,NA,NA,NA,NA
3953,2020-05-27,Montana,2.7,NA,NA,NA,NA
3977,2020-05-28,Montana,4.3,NA,NA,NA,NA
4002,2020-05-29,Montana,5.9,NA,NA,NA,NA
4027,2020-05-30,Montana,6.5,NA,NA,NA,NA
4053,2020-05-31,Montana,7.5,NA,NA,NA,NA
4079,2020-06-01,Montana,5,NA,NA,NA,NA
4106,2020-06-02,Montana,3.1,NA,NA,NA,NA
4133,2020-06-03,Montana,4.8,NA,NA,NA,NA
4159,2020-06-04,Montana,4.4,NA,NA,NA,NA
4186,2020-06-05,Montana,5.3,NA,NA,NA,NA
4212,2020-06-06,Montana,5.9,NA,NA,NA,NA
4239,2020-06-07,Montana,3.7,NA,NA,NA,NA
4265,2020-06-08,Montana,5.2,NA,NA,NA,NA
4291,2020-06-09,Montana,6.2,NA,NA,NA,NA
4317,2020-06-10,Montana,4.5,NA,NA,NA,NA
4344,2020-06-11,Montana,5.9,NA,NA,NA,NA
4371,2020-06-12,Montana,7.1,NA,NA,NA,NA
4398,2020-06-13,Montana,14.8,NA,NA,NA,NA
4425,2020-06-14,Montana,5.8,NA,NA,NA,NA
4451,2020-06-15,Montana,3.4,NA,NA,NA,NA
4477,2020-06-16,Montana,3.1,NA,NA,NA,NA
4503,2020-06-17,Montana,3.9,NA,NA,NA,NA
4530,2020-06-18,Montana,3.1,NA,NA,NA,NA
4557,2020-06-19,Montana,4,NA,NA,NA,NA
4584,2020-06-20,Montana,4.6,NA,NA,NA,NA
4611,2020-06-21,Montana,4.6,NA,NA,NA,NA
4638,2020-06-22,Montana,4.6,NA,NA,NA,NA
4665,2020-06-23,Montana,2.7,NA,NA,NA,NA
4692,2020-06-24,Montana,6.8,NA,NA,NA,NA
4718,2020-06-25,Montana,4.6,NA,NA,NA,NA
4745,2020-06-26,Montana,5.4,NA,NA,NA,NA
4772,2020-06-27,Montana,6.9,NA,NA,NA,NA
4799,2020-06-28,Montana,3.9,NA,NA,NA,NA
4826,2020-06-29,Montana,1.8,NA,NA,NA,NA
4853,2020-06-30,Montana,5,NA,NA,NA,NA
4880,2020-07-01,Montana,3.8,NA,NA,NA,NA
4907,2020-07-02,Montana,3.9,NA,NA,NA,NA
4934,2020-07-03,Montana,7.2,NA,NA,NA,NA
4961,2020-07-04,Montana,18.1,NA,NA,NA,NA
4987,2020-07-05,Montana,11.3,NA,NA,NA,NA
5082,2020-01-01,Nebraska,3.9,0.2,NA,5,0
5107,2020-01-02,Nebraska,4.2,0.2,NA,12,0
5132,2020-01-03,Nebraska,4.4,0.4,NA,14,0.2
5157,2020-01-04,Nebraska,2.5,0.2,NA,5,0
5182,2020-01-05,Nebraska,1.2,0.1,NA,7,0
5207,2020-01-06,Nebraska,3.4,0.3,NA,19,0.2
5232,2020-01-07,Nebraska,2.7,0.2,NA,21,0.1
5257,2020-01-08,Nebraska,3.5,0.1,NA,20,0
5282,2020-01-09,Nebraska,5.9,0.2,NA,22,0
5307,2020-01-10,Nebraska,8.7,0.2,NA,15,0
5332,2020-01-11,Nebraska,4,0.2,NA,10,0
5357,2020-01-12,Nebraska,7.9,0.2,NA,11,0
5382,2020-01-13,Nebraska,7.9,0.2,NA,8,0.1
5407,2020-01-14,Nebraska,7.1,0.2,NA,9,0.1
5432,2020-01-15,Nebraska,9.3,0.2,NA,16,0
5457,2020-01-16,Nebraska,7.6,0.2,NA,15,0.1
5482,2020-01-17,Nebraska,4.7,0.1,NA,9,0
5507,2020-01-18,Nebraska,4.8,0.2,NA,8,0
5532,2020-01-19,Nebraska,6.8,0.1,NA,6,0
5557,2020-01-20,Nebraska,9,0.1,NA,9,0
5582,2020-01-21,Nebraska,11,0.2,NA,10,0
5607,2020-01-22,Nebraska,5.4,0.2,NA,5,0.1
5632,2020-01-23,Nebraska,6.4,0.3,NA,7,0.3
5657,2020-01-24,Nebraska,11.8,0.2,NA,13,0
5682,2020-01-25,Nebraska,6,0.2,NA,8,0.1
5707,2020-01-26,Nebraska,8.7,0.3,NA,8,0
5732,2020-01-27,Nebraska,8.1,0.3,NA,13,0
5757,2020-01-28,Nebraska,8.6,0.2,NA,9,0
5782,2020-01-29,Nebraska,10.5,0.3,NA,22,0.1
5807,2020-01-30,Nebraska,11.2,0.3,NA,11,0.1
5832,2020-01-31,Nebraska,8.8,0.3,NA,10,0.1
5857,2020-02-01,Nebraska,4.5,0.3,NA,7,0
5882,2020-02-02,Nebraska,2.7,0.3,NA,11,0.3
5907,2020-02-03,Nebraska,3,0.2,NA,6,0.1
5932,2020-02-04,Nebraska,0.4,0.2,NA,7,2.3
5957,2020-02-05,Nebraska,5.8,0.2,NA,12,0.3
5982,2020-02-06,Nebraska,7.1,0.4,NA,12,0.3
6007,2020-02-07,Nebraska,4.9,0.2,NA,9,0
6032,2020-02-08,Nebraska,6,0.2,NA,10,0
6057,2020-02-09,Nebraska,4.4,0.2,NA,9,0
6082,2020-02-10,Nebraska,6,0.2,NA,18,0.1
6107,2020-02-11,Nebraska,3.5,0.2,NA,17,0
6132,2020-02-12,Nebraska,2.1,0.2,NA,15,0
6157,2020-02-13,Nebraska,4.7,0.2,NA,11,0
6182,2020-02-14,Nebraska,4.9,0.2,NA,9,0
6207,2020-02-15,Nebraska,3.6,0.3,NA,13,0.2
6232,2020-02-16,Nebraska,4.4,0.3,NA,12,0.1
6257,2020-02-17,Nebraska,7.7,0.3,NA,11,0
6282,2020-02-18,Nebraska,7.5,0.2,NA,13,0
6307,2020-02-19,Nebraska,6.7,0.2,NA,15,0
6332,2020-02-20,Nebraska,8.7,0.2,NA,13,0.1
6357,2020-02-21,Nebraska,7.5,0.2,NA,10,0
6382,2020-02-22,Nebraska,7.5,0.2,NA,17,0.1
6407,2020-02-23,Nebraska,8.5,0.4,NA,19,9.6
6432,2020-02-24,Nebraska,3.4,0.2,NA,9,0
6457,2020-02-25,Nebraska,3.7,0.2,NA,9,0.1
6482,2020-02-26,Nebraska,3.9,0.2,NA,13,0
6507,2020-02-27,Nebraska,5.2,0.3,NA,23,0.6
6532,2020-02-28,Nebraska,4.3,0.3,NA,19,0.1
6557,2020-02-29,Nebraska,8,0.3,NA,15,0.1
6582,2020-03-01,Nebraska,3.2,0.2,NA,11,0
6607,2020-03-02,Nebraska,3.1,0.4,NA,9,0
6632,2020-03-03,Nebraska,2.2,0.2,NA,19,0
6657,2020-03-04,Nebraska,2.2,0.2,NA,17,0.1
6682,2020-03-05,Nebraska,1.2,0.2,NA,27,0.1
6707,2020-03-06,Nebraska,6.9,0.3,NA,21,1.4
6732,2020-03-07,Nebraska,10.5,0.2,NA,31,0.1
6757,2020-03-08,Nebraska,9.9,0.2,NA,26,0.1
6782,2020-03-09,Nebraska,3.2,0.2,NA,5,0.1
6807,2020-03-10,Nebraska,8.5,0.4,NA,12,0.1
6831,2020-03-11,Nebraska,8.9,0.2,NA,12,0.1
6855,2020-03-12,Nebraska,2.7,0.2,NA,7,0.2
6879,2020-03-13,Nebraska,4.3,0.2,NA,17,0.4
6903,2020-03-14,Nebraska,4.6,0.1,NA,2,0.1
6927,2020-03-15,Nebraska,6.1,0.2,NA,4,0
6951,2020-03-16,Nebraska,7.3,0.3,NA,7,0.1
6975,2020-03-17,Nebraska,NA,0.3,NA,7,0.1
6999,2020-03-18,Nebraska,4,0.3,NA,7,0.3
7023,2020-03-19,Nebraska,0.5,0.2,NA,3,0.2
7047,2020-03-20,Nebraska,2.5,0.2,NA,6,0
7071,2020-03-21,Nebraska,5.4,0.2,NA,6,0
7095,2020-03-22,Nebraska,5.7,0.2,NA,5,0.1
7119,2020-03-23,Nebraska,NA,0.3,NA,4,0.2
7143,2020-03-24,Nebraska,5.8,0.2,NA,9,0.1
7167,2020-03-25,Nebraska,8,0.2,NA,8,0.2
7191,2020-03-26,Nebraska,6,0.2,NA,14,0.2
7215,2020-03-27,Nebraska,7.6,0.3,NA,10,0.1
7239,2020-03-28,Nebraska,3.5,0.3,NA,5,0.1
7263,2020-03-29,Nebraska,2.3,0.2,NA,6,0.1
7287,2020-03-30,Nebraska,5.6,0.4,NA,14,1.5
7311,2020-03-31,Nebraska,12,0.3,NA,24,0.1
7335,2020-04-01,Nebraska,10.8,0.3,NA,29,NA
7359,2020-04-02,Nebraska,7.7,NA,NA,14,NA
7383,2020-04-03,Nebraska,4.4,NA,NA,7,NA
7407,2020-04-04,Nebraska,3.6,NA,NA,8,NA
7430,2020-04-05,Nebraska,5.1,NA,NA,5,NA
7453,2020-04-06,Nebraska,8.1,NA,NA,11,NA
7476,2020-04-07,Nebraska,8.6,NA,NA,24,NA
7500,2020-04-08,Nebraska,9.4,NA,NA,55,NA
7522,2020-04-09,Nebraska,1.4,NA,NA,30,NA
7544,2020-04-10,Nebraska,21.2,NA,NA,41,NA
7568,2020-04-11,Nebraska,32.2,NA,NA,50,NA
7592,2020-04-12,Nebraska,5.5,NA,NA,12,NA
7615,2020-04-13,Nebraska,1.3,NA,NA,5,NA
7639,2020-04-14,Nebraska,3.5,NA,NA,19,NA
7662,2020-04-15,Nebraska,5.8,NA,NA,25,NA
7685,2020-04-16,Nebraska,6.2,NA,NA,7,NA
7709,2020-04-17,Nebraska,8.9,NA,NA,12,NA
7733,2020-04-18,Nebraska,6.3,NA,NA,12,NA
7757,2020-04-19,Nebraska,5.5,NA,NA,11,NA
7781,2020-04-20,Nebraska,4.8,NA,NA,20,NA
7805,2020-04-21,Nebraska,4.1,NA,NA,29,NA
7829,2020-04-22,Nebraska,7.2,NA,NA,22,NA
7853,2020-04-23,Nebraska,6.7,NA,NA,20,NA
7877,2020-04-24,Nebraska,8.3,NA,NA,19,NA
7901,2020-04-25,Nebraska,7.7,NA,NA,14,NA
7925,2020-04-26,Nebraska,4.8,NA,NA,6,NA
7949,2020-04-27,Nebraska,5.3,NA,NA,14,NA
7973,2020-04-28,Nebraska,6.4,NA,NA,21,NA
7997,2020-04-29,Nebraska,3.7,NA,NA,17,NA
8021,2020-04-30,Nebraska,6.1,NA,NA,21,NA
8045,2020-05-01,Nebraska,6.7,NA,NA,30,NA
8069,2020-05-02,Nebraska,4.5,NA,NA,18,NA
8093,2020-05-03,Nebraska,6,NA,NA,16,NA
8117,2020-05-04,Nebraska,5.2,NA,NA,14,NA
8141,2020-05-05,Nebraska,3.6,NA,NA,11,NA
8165,2020-05-06,Nebraska,3.5,NA,NA,9,NA
8189,2020-05-07,Nebraska,7.2,NA,NA,20,NA
8212,2020-05-08,Nebraska,6.6,NA,NA,9,NA
8235,2020-05-09,Nebraska,6.8,NA,NA,18,NA
8259,2020-05-10,Nebraska,3.1,NA,NA,6,NA
8283,2020-05-11,Nebraska,3.2,NA,NA,11,NA
8307,2020-05-12,Nebraska,5.2,NA,NA,20,NA
8331,2020-05-13,Nebraska,3.9,NA,NA,8,NA
